business_name,tier,geography,invoice_count_90d,invoice_value_90d,estimate_count_90d,estimate_value_90d,order_count_90d,order_value_90d,receivable_amount,overdue_amount,buyer_app_enabled,has_active_price_list,has_active_cohort,health_reason,last_invoice_at,last_buyer_app_activity_at
UMARANI SOLUTIONS AND PROJECTS,,,25,120590.00,3,23928.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
KETHAKI TECHNOLOGIES,,,28,120243.00,4,80676.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-21 18:30:00+00,
LUCKY COMMUNICATIONS 9391191811,,,16,120016.00,1,46890.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
AMPLER TECHNOLOGIES PRIVATE LIMITED,,,3,119760.00,9,444387.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-17 18:30:00+00,
DOLPHIN BENGALURU BAKERY & SWEETS,,"{'city': 'Nalgonda', 'state': 'Telangana', 'address': '20-226, , SAGAR ROAD OPP MUNICIPAL COMPLEX', 'country': 'India', 'pincode': '508207'}",1,119200.00,2,191000.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-19 18:30:00+00,
SRI KRISHNA,,,17,119106.00,2,215170.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-19 18:30:00+00,
PRISM SECURITY SOLUTIONS,,,11,118910.00,0,0.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-17 18:30:00+00,
REDDYCHERLA VENKATESH,,,3,118240.00,3,132610.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-22 18:30:00+00,
PREM ELECTRICALS CC CAMERA & SECURITY SYSTEMS,,,21,118060.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-21 18:30:00+00,
VELTECH SOLUTION'S,,,7,117750.00,1,61240.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-08 18:30:00+00,
HAVISA CCTV TECHNOLOGIES 9908676886,,,9,115720.00,4,189895.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-17 18:30:00+00,
XL TECHNOLOGIES,,,16,115630.00,3,83810.00,0,0.00,14050.00,14050.00,False,False,False,overdue,2026-07-22 18:30:00+00,
AMREEN KAUSER,,,17,115010.00,5,150860.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
CORE SERVICES AND AUTOMATION 7670816519,,,10,114469.00,1,69750.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-22 18:30:00+00,
PADMAVATHI CCTV SERVICES,,,18,114020.00,4,101334.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
HANSINI NETWORK SOLUTION'S,,,12,113950.00,1,4990.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
VINAY KUMAR GANDHAM,,,12,112709.00,2,71300.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-16 18:30:00+00,
MANKA SREEDHAR,,,35,112575.00,0,0.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-22 18:30:00+00,
Neogen Security Services,,,23,111095.00,14,252327.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-16 18:30:00+00,
SRI VENKATESWARA ENTERPRISES,,,2,110690.00,1,49200.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-24 18:30:00+00,
AV ANTI THEFT CCTV SECURITY SOLUTIONS 8801002891,,,32,110635.00,5,46329.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-18 18:30:00+00,
MS CCTV CAMERAS,,,55,110455.00,4,65370.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
GOLDEN IT SOLUTIONS,,,3,110410.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-15 18:30:00+00,
PR SOLUTIONS,,,28,110080.00,1,1592.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-16 18:30:00+00,
ashock kumar 7095808696,,,9,109985.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-07 18:30:00+00,
SRRB INFRA PRIVATE LIMITED,,,4,109925.00,9,1267810.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-22 18:30:00+00,
DIGITAL LINK TECHNOLOGIES,,,1,108850.00,1,108850.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-14 18:30:00+00,
TRINETRA ENTERPRISES 9391646389,,,16,108757.00,14,186506.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-09 18:30:00+00,
HARSHA SECURITY SOLUTIONS,,,19,108060.00,2,23085.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-16 18:30:00+00,
XVISION TECHNOLOGIES 8074909727,,,25,107675.00,15,305588.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-22 18:30:00+00,
INTIME SECURITY SERVICES,,,33,107482.00,3,50470.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-22 18:30:00+00,
Ranger Electronic Security Solutions,,,42,106893.00,1,10484.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-15 18:30:00+00,
Tranquility 7799308887,,,1,106700.00,2,115530.00,0,0.00,106700.00,106700.00,False,False,False,overdue,2026-06-15 18:30:00+00,
NEW GRAND ELECTRONIC SCALE ADJUSTING CENTRE 96182 87315,,,1,106250.00,1,106250.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-21 18:30:00+00,
Mr. Praneeth Reddy 8333801000,,"{'city': None, 'state': None, 'address': 'Sadasivpet', 'country': None, 'pincode': None}",1,105000.00,4,402290.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
3RD EYE ELECTRONIC SECURITY SYSTEAM,,,45,104923.00,1,4320.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-19 18:30:00+00,
Mr. Nithesh 9652618454,,,10,102723.00,3,107008.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-06 18:30:00+00,
KGS TECHNOLOGIES 9704000832,,,18,102517.00,14,378133.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-20 18:30:00+00,
RAGHAVENDAR  DHARMAPURAM,,,12,102137.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-14 18:30:00+00,
RR TECHNOLOGIES 9676974877,,,16,102002.00,7,179378.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-15 18:30:00+00,
"HMT EMPLOYEES,CO-OPERATIVE HOUSE BUILDING SOCIETY LIMITED  9849272624",,,1,101900.00,3,274500.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-04 18:30:00+00,
MI COMPUTER 7893235786,,,41,101231.00,1,668500.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
VENKATA RAVI NEKKALAPUDI 8008991239,,,1,101080.00,1,93000.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-23 18:30:00+00,
E ZONE TECHNOLOGIES 9966782655,,"{'city': None, 'state': 'Telangana', 'address': 'AS RAO NAGAR', 'country': 'India', 'pincode': None}",6,99962.00,0,0.00,0,0.00,77110.00,77110.00,False,False,False,overdue,2026-07-22 18:30:00+00,
SAI RAM BARD BRAND AND CCTV8500305702,,,12,99046.00,3,73042.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-21 18:30:00+00,
SRI SAI ELECTRONIC,,,27,98555.00,1,2776.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-21 18:30:00+00,
7 HILLS SECURITY SOLUTIONS,,,21,98068.00,0,0.00,0,0.00,19880.00,19880.00,True,False,False,overdue,2026-07-22 18:30:00+00,
RANJITH KUMAR SABBANI,,,41,96910.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
UNIVERSAL TECHNOLOGY CCTV  SECURE,,,20,96845.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-09 18:30:00+00,
MANIDEEP TECHNOLOGY,,,36,96182.00,2,29976.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-21 18:30:00+00,
BR SOLUTIONS,,,32,95364.00,1,8200.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
Sigma Teletech,,,18,95196.00,2,66600.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-18 18:30:00+00,
IPTEC SECURITY SOLUTIONS,,,28,95032.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-10 18:30:00+00,
VARA LAXMI ENTREPRISES,,,40,94843.00,2,46620.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-22 18:30:00+00,
1+SECURITY SYSTEM,,,4,94623.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-16 18:30:00+00,
VIJAY 7569753636,,,16,94400.00,9,169820.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-20 18:30:00+00,
Third Vision CCTV,,,39,93796.00,0,0.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-22 18:30:00+00,
DECLON SYSTEMS,,,12,93280.00,5,74410.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-19 18:30:00+00,
PARSAS INFO SYSTEMS PRIVATE LIMITED,,,27,92860.00,0,0.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-20 18:30:00+00,
SB TECHNO SERVICES,,,19,92521.00,1,14963.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-19 18:30:00+00,
VIVA SECURITY SYSTEMS,,,30,92281.00,0,0.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-22 18:30:00+00,
V N SECURITY SYSTEM,,,12,91536.00,1,51150.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-19 18:30:00+00,
OPTFICIAL LABS PRIVATE LIMITED,,,1,91300.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-26 18:30:00+00,
Shyam Technologies  6281407823,,"{'city': None, 'state': None, 'address': None, 'country': None, 'pincode': None}",4,90500.00,2,47900.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-17 18:30:00+00,
Mr. Murali 8309128348,,,1,90430.00,7,541980.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-19 18:30:00+00,
SHANKAR GUPTHA CCTV,,,30,89902.00,1,3250.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
MODI BUILDERS AND REALTORS PVT LTD,,,8,89636.00,11,113448.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-09 18:30:00+00,
SS SECURITY SYSTEMS,,,9,89417.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-19 18:30:00+00,
HIDDEN SECURITY,,,29,89394.00,0,0.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-15 18:30:00+00,
PRROXY TECHNOLOGY,,,6,88950.00,11,376140.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-06-10 18:30:00+00,
Sri Ganesh Security Solutions 9347258632,,,10,88698.00,1,9270.00,0,0.00,30.00,30.00,False,False,False,overdue,2026-07-22 18:30:00+00,
MS SECURITY SOLUTIONS,,,11,88320.00,1,20180.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-06-23 18:30:00+00,
BATCHU SEETHA,,,5,88144.00,2,65750.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-18 18:30:00+00,
NANDI ENTERPRISES  9538960351,,,3,88050.00,14,610330.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-13 18:30:00+00,
CHIPPADA RAMA DEVI,,,9,88035.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-15 18:30:00+00,
SRIVAS TECHNO SOLUTIONS,,,25,87714.00,4,212990.00,0,0.00,25916.00,25916.00,True,False,False,overdue,2026-07-20 18:30:00+00,
SPY AGRO INDUSTRIES LIMITED (Bottling Division),,,1,87615.00,2,359535.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-23 18:30:00+00,
STRIDE ORGANICS PRIVATE LIMITED,,,1,85716.00,1,77030.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-06 18:30:00+00,
APPLE FANS AND WIRES PVT LTD 9849014315,,,3,85670.00,2,114580.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-26 18:30:00+00,
EYE WATCH SECURITY SOLUTIONS,,,31,85423.00,0,0.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-22 18:30:00+00,
NEXT VISION IT SOLUTIONS 9490692925,,,21,85280.00,14,145504.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-20 18:30:00+00,
LAXMI SRI TECHNOLOGY 9440345151,,,11,85096.00,1,27534.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-19 18:30:00+00,
Mrs. Malthi 7382216463,,,1,84960.00,2,148520.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-22 18:30:00+00,
RTR TECHNOLOGIES,,,21,84202.00,3,19369.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-17 18:30:00+00,
NIOS TELE SERVICES PRIVATE LMITED,,,18,83684.00,3,11260.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-21 18:30:00+00,
Mr. Suresh 9900262908,,,2,83450.00,4,207540.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-10 18:30:00+00,
SANJOSYS DIGITECH PRIVATE LIMITED,,,9,82915.00,1,40790.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-17 18:30:00+00,
BIGHUB SOLUTIONS PRIVATE LIMITED,,,1,82800.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-07 18:30:00+00,
MS COMPUTERS 9542786625,,,1,82800.00,1,82800.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-22 18:30:00+00,
SRI SAI DURGA AGIENES 9959655136,,,8,82747.00,1,38050.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-20 18:30:00+00,
SRI SAI LAXMI SECURITY SYSTEMS 9246222474,,,2,82300.00,1,46770.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
RAMA KRISHNA 11,,,9,81658.00,9,220786.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-13 18:30:00+00,
SMART SOLUTIONS 7093867944,,,29,81160.00,11,2418291.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-21 18:30:00+00,
IOTON TECHNOLOGIES,,,13,80550.00,2,109950.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-19 18:30:00+00,
VALLABHAREDDY SIMHADRI NAIDU,,,21,80294.00,1,10738.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-15 18:30:00+00,
"MS TECHNO""S",,,23,80124.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-09 18:30:00+00,
SRI ANJANEYA CCTV INSTALATION,,,12,79732.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-19 18:30:00+00,
MAC TECHNOLOGIS,,,4,79360.00,4,139862.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-16 18:30:00+00,
CYBERDYNE SYSTEM,,,8,79164.00,7,125773.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-15 18:30:00+00,
M SHARADHA [1444],,,3,78990.00,2,157000.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-02 18:30:00+00,
MANIKANT CCTV TECHNOLOGIES,,,9,78710.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-17 18:30:00+00,
ARP ENTERPRISES,,,6,78545.00,1,51130.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-21 18:30:00+00,
VIN SECURE SOLUTIONS,,,22,78147.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-19 18:30:00+00,
PLUCKY TECHNOLOGIES  9030703010,,,15,78142.00,7,650233.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-19 18:30:00+00,
White Field 7799308887,,,1,77870.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-19 18:30:00+00,
NRM SOLUTIONS,,,32,77193.00,0,0.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-22 18:30:00+00,
Rajender  9493533673,,,4,76900.00,6,107210.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-09 18:30:00+00,
Mr. Pankaj 9849046845,,,2,76800.00,6,278330.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-10 18:30:00+00,
MAX VISION  9030002265,,,21,76572.00,2,37020.00,0,0.00,50040.00,50040.00,True,False,False,overdue,2026-07-20 18:30:00+00,
IMAGE COMPUTER,,,23,75804.00,1,5980.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
ATIF,,,18,75475.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-17 18:30:00+00,
Mr.Prasad Reddy  7812807418,,,1,75400.00,4,196910.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-19 18:30:00+00,
SRIKANTH CCTV 9398024886,,,11,73975.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-11 18:30:00+00,
LAKSHYA TECHNOLOGIES  9492562221,,,5,73520.00,27,1442083.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-06-16 18:30:00+00,
Chandra Shaker CCTV  8142258143,,,6,73370.00,6,75550.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-05 18:30:00+00,
MALLESH,,,11,72800.00,3,39182.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-10 18:30:00+00,
SUDHAKAR CCTV,,,20,72778.00,2,8570.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-21 18:30:00+00,
GLAUBEN INDUSTRIES PRIVATE LIMITED 83740 89896,,,4,72470.00,5,205960.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-07 18:30:00+00,
Jitendar Tripathi CCTV,,,8,72090.00,1,29820.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-12 18:30:00+00,
SURABHI ELECTRICALS & CCTV SOLUTIONS 9505539215,,,13,72043.00,1,41610.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-13 18:30:00+00,
DIGI MEMORIES,,,12,71943.00,2,21538.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
KK TOWERS 4154,,,2,71750.00,2,127270.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-20 18:30:00+00,
VISHANU 6665,,,2,70900.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-29 18:30:00+00,
Mr. Srikanth 9502544960,,,5,70490.00,1,68400.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-09 18:30:00+00,
JJ GLOBAL SERVICES,,,14,70446.00,1,14740.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
SAIRAM SECURITY SYSTEMS,,,11,70330.00,1,10600.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-16 18:30:00+00,
SPL ASSOCIATES 7416705732,,,29,70000.00,7,132018.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-22 18:30:00+00,
JIWANI CCTV 7893571271,,,6,69997.00,2,116392.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-21 18:30:00+00,
SS ELECTRICAL AND CCTV WORKS,,,1,69800.00,4,150580.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-15 18:30:00+00,
SULEMAN CCTV Technician,,,13,69680.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-21 18:30:00+00,
srikhar enterprises,,,10,69610.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-19 18:30:00+00,
HANVI GLOBAL TECH PRIVATE LIMITED,,,6,69091.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-17 18:30:00+00,
SIRI TECHNOLOGES,,,16,69005.00,6,38160.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-08 18:30:00+00,
SMRITI INFO SOLUTIONS,,,17,68778.00,1,12268.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-20 18:30:00+00,
CHAITRIKA TECHNOLOGY,,,12,68620.00,2,48180.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-14 18:30:00+00,
MADHU VISSION TECH,,,20,68560.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-15 18:30:00+00,
PRIYA TECHNOLOGY,,,23,68020.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
AKIRANANDAN,,,4,67880.00,2,53240.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-20 18:30:00+00,
RK TECHNOLOGIES 7338671244,,,18,67750.00,9,161211.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-22 18:30:00+00,
GANESH NETWORKS,,,6,67520.00,1,70660.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-09 18:30:00+00,
V4S IT SOLUTIONS,,,4,67340.00,3,58510.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-18 18:30:00+00,
SYED AFROZ,,,8,67105.00,4,66755.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-30 18:30:00+00,
VENKATESWARA CREATIVE CCTV9014851165,,,9,66604.00,3,100670.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-05 18:30:00+00,
SRI MALLIKARJUNA CCTV SERVEILLANCE,,,12,66600.00,4,181900.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-19 18:30:00+00,
RAJ SAFETY SOLUTIONS,,,18,66590.00,2,37940.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-21 18:30:00+00,
SHABARI TECHNOLOGIES,,,15,66488.00,2,24062.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
SDN TECHNOLOGIES,,,10,66230.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-21 18:30:00+00,
SAI TEJA,,"{'city': None, 'state': 'Telangana', 'address': 'BODUPPAL', 'country': 'India', 'pincode': None}",1,66045.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-15 18:30:00+00,
ASR FAMILY HUF 9490168050,,,3,65860.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-16 18:30:00+00,
kumar 9390496419,,,3,65360.00,2,134150.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-19 18:30:00+00,
AK ENTERPRISES 9849028141,,,15,65318.00,2,20292.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-22 18:30:00+00,
LIMRA TECHNOLOGY 9704400839,,,10,64695.00,3,30955.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
SRI LAXMI CCTV 111,,,5,64670.00,4,259410.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-28 18:30:00+00,
AR CCTV 9133230274,,,8,64604.00,7,247901.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-11 18:30:00+00,
SET INFO SERVICES,,,7,64310.00,1,790940.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-12 18:30:00+00,
SIDDARTHA SYSTEMS SERVICES 9908123127,,,5,64053.00,1,46390.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-05 18:30:00+00,
PRASHANTH CCTV,,,12,63931.00,9,256499.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-16 18:30:00+00,
solar infotech cctv,,,11,63501.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-15 18:30:00+00,
ABHIRAM ENTERPRISES,,,23,63388.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-16 18:30:00+00,
KANDI TECH SOLUTIONS 9866004704,,,9,63214.00,13,164975.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-19 18:30:00+00,
SKYTECH INFO 7013732680,,,19,63116.00,3,60200.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-21 18:30:00+00,
SMART 9 TECHNOLOGIE 9052500999,,,32,63062.00,7,60620.00,0,0.00,8.00,8.00,True,False,False,overdue,2026-07-20 18:30:00+00,
MHG TECHNOLOGY,,,15,63018.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-19 18:30:00+00,
MOHD NADEEM ULLAH,,,16,62833.00,0,0.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-11 18:30:00+00,
SOMA SEKHAR REDDY 7709,,,3,62684.00,2,60834.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-24 18:30:00+00,
AV SOLUTIONS,,,13,62612.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-04 18:30:00+00,
RAM KRISHNA CCTV,,,5,62600.00,6,394614.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-09 18:30:00+00,
HARI KRISHNA CCTV,,,16,62334.00,2,61480.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-07 18:30:00+00,
Hi-Tech systems,,,10,61904.00,2,30334.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-19 18:30:00+00,
PABBATHI APARTMENT,,,1,61440.00,1,62890.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-08 18:30:00+00,
MANISH SECURITY SYSTEMS,,,10,61210.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-21 18:30:00+00,
SPY SIGHT SECURITY 7675915215,,,28,60487.00,3,40900.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
SRIKANTH CCTV Technician,,,20,60284.00,1,6070.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-16 18:30:00+00,
SRI SAI COMPUTER WORLD,,,9,60150.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-09 18:30:00+00,
Liyaqath Ali Syed,,,6,60078.00,4,59996.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-02 18:30:00+00,
LAXMI NARSIMHA SWAMY 2140,,,14,59903.00,4,128070.00,0,0.00,0.00,0.00,True,False,False,healthy,2026-07-20 18:30:00+00,
SG SECURITY SOLUTIONS,,,13,59814.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-21 18:30:00+00,
